Date_reported,Country_code,Country,WHO_region,New_cases,Cumulative_cases,New_deaths,Cumulative_deaths
2020-01-03,AF,Afghanistan,EMRO,0,0,0,0
2020-01-04,AF,Afghanistan,EMRO,0,0,0,0
2020-01-05,AF,Afghanistan,EMRO,0,0,0,0
2020-01-06,AF,Afghanistan,EMRO,0,0,0,0
2020-01-07,AF,Afghanistan,EMRO,0,0,0,0
2020-01-08,AF,Afghanistan,EMRO,0,0,0,0
2020-01-09,AF,Afghanistan,EMRO,0,0,0,0
2020-01-10,AF,Afghanistan,EMRO,0,0,0,0
2020-01-11,AF,Afghanistan,EMRO,0,0,0,0
2020-01-12,AF,Afghanistan,EMRO,0,0,0,0
2020-01-13,AF,Afghanistan,EMRO,0,0,0,0
2020-01-14,AF,Afghanistan,EMRO,0,0,0,0
2020-01-15,AF,Afghanistan,EMRO,0,0,0,0
2020-01-16,AF,Afghanistan,EMRO,0,0,0,0
2020-01-17,AF,Afghanistan,EMRO,0,0,0,0
2020-01-18,AF,Afghanistan,EMRO,0,0,0,0
2020-01-19,AF,Afghanistan,EMRO,0,0,0,0
2020-01-20,AF,Afghanistan,EMRO,0,0,0,0
2020-01-21,AF,Afghanistan,EMRO,0,0,0,0
2020-01-22,AF,Afghanistan,EMRO,0,0,0,0
2020-01-23,AF,Afghanistan,EMRO,0,0,0,0
2020-01-24,AF,Afghanistan,EMRO,0,0,0,0
2020-01-25,AF,Afghanistan,EMRO,0,0,0,0
2020-01-26,AF,Afghanistan,EMRO,0,0,0,0
2020-01-27,AF,Afghanistan,EMRO,0,0,0,0
2020-01-28,AF,Afghanistan,EMRO,0,0,0,0
2020-01-29,AF,Afghanistan,EMRO,0,0,0,0
2020-01-30,AF,Afghanistan,EMRO,0,0,0,0
2020-01-31,AF,Afghanistan,EMRO,0,0,0,0
2020-02-01,AF,Afghanistan,EMRO,0,0,0,0
2020-02-02,AF,Afghanistan,EMRO,0,0,0,0
2020-02-03,AF,Afghanistan,EMRO,0,0,0,0
2020-02-04,AF,Afghanistan,EMRO,0,0,0,0
2020-02-05,AF,Afghanistan,EMRO,0,0,0,0
2020-02-06,AF,Afghanistan,EMRO,0,0,0,0
2020-02-07,AF,Afghanistan,EMRO,0,0,0,0
2020-02-08,AF,Afghanistan,EMRO,0,0,0,0
2020-02-09,AF,Afghanistan,EMRO,0,0,0,0
2020-02-10,AF,Afghanistan,EMRO,0,0,0,0
2020-02-11,AF,Afghanistan,EMRO,0,0,0,0
2020-02-12,AF,Afghanistan,EMRO,0,0,0,0
2020-02-13,AF,Afghanistan,EMRO,0,0,0,0
2020-02-14,AF,Afghanistan,EMRO,0,0,0,0
2020-02-15,AF,Afghanistan,EMRO,0,0,0,0
2020-02-16,AF,Afghanistan,EMRO,0,0,0,0
2020-02-17,AF,Afghanistan,EMRO,0,0,0,0
2020-02-18,AF,Afghanistan,EMRO,0,0,0,0
2020-02-19,AF,Afghanistan,EMRO,0,0,0,0
2020-02-20,AF,Afghanistan,EMRO,0,0,0,0
2020-02-21,AF,Afghanistan,EMRO,0,0,0,0
2020-02-22,AF,Afghanistan,EMRO,0,0,0,0
2020-02-23,AF,Afghanistan,EMRO,0,0,0,0
2020-02-24,AF,Afghanistan,EMRO,5,5,0,0
2020-02-25,AF,Afghanistan,EMRO,0,5,0,0
2020-02-26,AF,Afghanistan,EMRO,0,5,0,0
2020-02-27,AF,Afghanistan,EMRO,0,5,0,0
2020-02-28,AF,Afghanistan,EMRO,0,5,0,0
2020-02-29,AF,Afghanistan,EMRO,0,5,0,0
2020-03-01,AF,Afghanistan,EMRO,0,5,0,0
2020-03-02,AF,Afghanistan,EMRO,0,5,0,0
2020-03-03,AF,Afghanistan,EMRO,0,5,0,0
2020-03-04,AF,Afghanistan,EMRO,0,5,0,0
2020-03-05,AF,Afghanistan,EMRO,0,5,0,0
2020-03-06,AF,Afghanistan,EMRO,0,5,0,0
2020-03-07,AF,Afghanistan,EMRO,3,8,0,0
2020-03-08,AF,Afghanistan,EMRO,0,8,0,0
2020-03-09,AF,Afghanistan,EMRO,0,8,0,0
2020-03-10,AF,Afghanistan,EMRO,0,8,0,0
2020-03-11,AF,Afghanistan,EMRO,3,11,0,0
2020-03-12,AF,Afghanistan,EMRO,0,11,0,0
2020-03-13,AF,Afghanistan,EMRO,0,11,0,0
2020-03-14,AF,Afghanistan,EMRO,3,14,0,0
2020-03-15,AF,Afghanistan,EMRO,6,20,0,0
2020-03-16,AF,Afghanistan,EMRO,5,25,0,0
2020-03-17,AF,Afghanistan,EMRO,1,26,0,0
2020-03-18,AF,Afghanistan,EMRO,0,26,0,0
2020-03-19,AF,Afghanistan,EMRO,0,26,0,0
2020-03-20,AF,Afghanistan,EMRO,-2,24,0,0
2020-03-21,AF,Afghanistan,EMRO,0,24,0,0
2020-03-22,AF,Afghanistan,EMRO,10,34,0,0
2020-03-23,AF,Afghanistan,EMRO,6,40,1,1
2020-03-24,AF,Afghanistan,EMRO,2,42,0,1
2020-03-25,AF,Afghanistan,EMRO,32,74,0,1
2020-03-26,AF,Afghanistan,EMRO,6,80,1,2
2020-03-27,AF,Afghanistan,EMRO,11,91,0,2
2020-03-28,AF,Afghanistan,EMRO,15,106,1,3
2020-03-29,AF,Afghanistan,EMRO,8,114,1,4
2020-03-30,AF,Afghanistan,EMRO,0,114,0,4
2020-03-31,AF,Afghanistan,EMRO,52,166,0,4
2020-04-01,AF,Afghanistan,EMRO,26,192,0,4
2020-04-02,AF,Afghanistan,EMRO,43,235,0,4
2020-04-03,AF,Afghanistan,EMRO,34,269,1,5
2020-04-04,AF,Afghanistan,EMRO,1,270,0,5
2020-04-05,AF,Afghanistan,EMRO,29,299,2,7
2020-04-06,AF,Afghanistan,EMRO,38,337,0,7
2020-04-07,AF,Afghanistan,EMRO,30,367,4,11
2020-04-08,AF,Afghanistan,EMRO,56,423,3,14
2020-04-09,AF,Afghanistan,EMRO,61,484,1,15
2020-04-10,AF,Afghanistan,EMRO,37,521,0,15
2020-04-11,AF,Afghanistan,EMRO,0,521,0,15
2020-04-12,AF,Afghanistan,EMRO,34,555,3,18
2020-04-13,AF,Afghanistan,EMRO,110,665,3,21
2020-04-14,AF,Afghanistan,EMRO,49,714,2,23
2020-04-15,AF,Afghanistan,EMRO,70,784,2,25
2020-04-16,AF,Afghanistan,EMRO,10,794,4,29
2020-04-17,AF,Afghanistan,EMRO,51,845,1,30
2020-04-18,AF,Afghanistan,EMRO,63,908,0,30
2020-04-19,AF,Afghanistan,EMRO,88,996,3,33
2020-04-20,AF,Afghanistan,EMRO,0,996,0,33
2020-04-21,AF,Afghanistan,EMRO,96,1092,3,36
2020-04-22,AF,Afghanistan,EMRO,84,1176,4,40
2020-04-23,AF,Afghanistan,EMRO,0,1176,0,40
2020-04-24,AF,Afghanistan,EMRO,50,1226,0,40
2020-04-25,AF,Afghanistan,EMRO,237,1463,7,47
2020-04-26,AF,Afghanistan,EMRO,0,1463,2,49
2020-04-27,AF,Afghanistan,EMRO,240,1703,8,57
2020-04-28,AF,Afghanistan,EMRO,124,1827,3,60
2020-04-29,AF,Afghanistan,EMRO,0,1827,0,60
2020-04-30,AF,Afghanistan,EMRO,344,2171,4,64
2020-05-01,AF,Afghanistan,EMRO,0,2171,0,64
2020-05-02,AF,Afghanistan,EMRO,298,2469,8,72
2020-05-03,AF,Afghanistan,EMRO,0,2469,0,72
2020-05-04,AF,Afghanistan,EMRO,0,2469,0,72
2020-05-05,AF,Afghanistan,EMRO,755,3224,23,95
2020-05-06,AF,Afghanistan,EMRO,168,3392,9,104
2020-05-07,AF,Afghanistan,EMRO,171,3563,1,105
2020-05-08,AF,Afghanistan,EMRO,0,3563,0,105
2020-05-09,AF,Afghanistan,EMRO,478,4041,10,115
2020-05-10,AF,Afghanistan,EMRO,361,4402,4,119
2020-05-11,AF,Afghanistan,EMRO,262,4664,2,121
2020-05-12,AF,Afghanistan,EMRO,303,4967,6,127
2020-05-13,AF,Afghanistan,EMRO,259,5226,3,130
2020-05-14,AF,Afghanistan,EMRO,113,5339,6,136
2020-05-15,AF,Afghanistan,EMRO,714,6053,17,153
2020-05-16,AF,Afghanistan,EMRO,349,6402,15,168
2020-05-17,AF,Afghanistan,EMRO,262,6664,1,169
2020-05-18,AF,Afghanistan,EMRO,408,7072,4,173
2020-05-19,AF,Afghanistan,EMRO,583,7655,4,177
2020-05-20,AF,Afghanistan,EMRO,490,8145,10,187
2020-05-21,AF,Afghanistan,EMRO,531,8676,6,193
2020-05-22,AF,Afghanistan,EMRO,540,9216,12,205
2020-05-23,AF,Afghanistan,EMRO,650,9866,6,211
2020-05-24,AF,Afghanistan,EMRO,716,10582,7,218
2020-05-25,AF,Afghanistan,EMRO,512,11094,1,219
2020-05-26,AF,Afghanistan,EMRO,737,11831,1,220
2020-05-27,AF,Afghanistan,EMRO,548,12379,6,226
2020-05-28,AF,Afghanistan,EMRO,637,13016,9,235
2020-05-29,AF,Afghanistan,EMRO,643,13659,11,246
2020-05-30,AF,Afghanistan,EMRO,784,14443,2,248
2020-05-31,AF,Afghanistan,EMRO,651,15094,2,250
2020-06-01,AF,Afghanistan,EMRO,656,15750,15,265
2020-06-02,AF,Afghanistan,EMRO,742,16492,5,270
2020-06-03,AF,Afghanistan,EMRO,775,17267,24,294
2020-06-04,AF,Afghanistan,EMRO,624,17891,5,299
2020-06-05,AF,Afghanistan,EMRO,1078,18969,10,309
2020-06-06,AF,Afghanistan,EMRO,582,19551,18,327
2020-06-07,AF,Afghanistan,EMRO,791,20342,30,357
2020-06-08,AF,Afghanistan,EMRO,575,20917,12,369
2020-06-09,AF,Afghanistan,EMRO,305,21222,7,376
2020-06-10,AF,Afghanistan,EMRO,920,22142,29,405
2020-06-11,AF,Afghanistan,EMRO,748,22890,21,426
2020-06-12,AF,Afghanistan,EMRO,656,23546,20,446
2020-06-13,AF,Afghanistan,EMRO,556,24102,5,451
2020-06-14,AF,Afghanistan,EMRO,664,24766,20,471
2020-06-15,AF,Afghanistan,EMRO,761,25527,5,476
2020-06-16,AF,Afghanistan,EMRO,106,25633,8,484
2020-06-17,AF,Afghanistan,EMRO,1241,26874,20,504
2020-06-18,AF,Afghanistan,EMRO,463,27337,42,546
2020-06-19,AF,Afghanistan,EMRO,541,27878,2,548
2020-06-20,AF,Afghanistan,EMRO,419,28297,0,548
2020-06-21,AF,Afghanistan,EMRO,536,28833,33,581
2020-06-22,AF,Afghanistan,EMRO,310,29143,17,598
2020-06-23,AF,Afghanistan,EMRO,338,29481,20,618
2020-06-24,AF,Afghanistan,EMRO,159,29640,21,639
2020-06-25,AF,Afghanistan,EMRO,535,30175,36,675
2020-06-26,AF,Afghanistan,EMRO,85,30260,5,680
2020-06-27,AF,Afghanistan,EMRO,356,30616,23,703
2020-06-28,AF,Afghanistan,EMRO,351,30967,26,729
2020-06-29,AF,Afghanistan,EMRO,271,31238,4,733
2020-06-30,AF,Afghanistan,EMRO,0,31238,0,733
2020-07-01,AF,Afghanistan,EMRO,524,31762,41,774
2020-07-02,AF,Afghanistan,EMRO,260,32022,33,807
2020-07-03,AF,Afghanistan,EMRO,302,32324,12,819
2020-07-04,AF,Afghanistan,EMRO,348,32672,7,826
2020-07-05,AF,Afghanistan,EMRO,279,32951,38,864
2020-07-06,AF,Afghanistan,EMRO,113,33064,23,887
2020-07-07,AF,Afghanistan,EMRO,320,33384,33,920
2020-07-08,AF,Afghanistan,EMRO,210,33594,16,936
2020-07-09,AF,Afghanistan,EMRO,59,33653,1,937
2020-07-10,AF,Afghanistan,EMRO,541,34194,34,971
2020-07-11,AF,Afghanistan,EMRO,157,34351,4,975
2020-07-12,AF,Afghanistan,EMRO,100,34451,35,1010
2020-07-13,AF,Afghanistan,EMRO,0,34451,0,1010
2020-07-14,AF,Afghanistan,EMRO,289,34740,35,1045
2020-07-15,AF,Afghanistan,EMRO,200,34940,49,1094
2020-07-16,AF,Afghanistan,EMRO,130,35070,19,1113
2020-07-17,AF,Afghanistan,EMRO,159,35229,34,1147
2020-07-18,AF,Afghanistan,EMRO,60,35289,0,1147
2020-07-19,AF,Afghanistan,EMRO,186,35475,34,1181
2020-07-20,AF,Afghanistan,EMRO,34,35509,2,1183
2020-07-21,AF,Afghanistan,EMRO,106,35615,1,1184
2020-07-22,AF,Afghanistan,EMRO,112,35727,6,1190
2020-07-23,AF,Afghanistan,EMRO,188,35915,21,1211
2020-07-24,AF,Afghanistan,EMRO,66,35981,14,1225
2020-07-25,AF,Afghanistan,EMRO,55,36036,21,1246
2020-07-26,AF,Afghanistan,EMRO,121,36157,13,1259
2020-07-27,AF,Afghanistan,EMRO,106,36263,10,1269
2020-07-28,AF,Afghanistan,EMRO,105,36368,1,1270
2020-07-29,AF,Afghanistan,EMRO,103,36471,1,1271
2020-07-30,AF,Afghanistan,EMRO,71,36542,0,1271
2020-07-31,AF,Afghanistan,EMRO,0,36542,0,1271
2020-08-01,AF,Afghanistan,EMRO,168,36710,12,1283
2020-08-02,AF,Afghanistan,EMRO,0,36710,0,1283
2020-08-03,AF,Afghanistan,EMRO,0,36710,0,1283
2020-08-04,AF,Afghanistan,EMRO,37,36747,5,1288
2020-08-05,AF,Afghanistan,EMRO,82,36829,6,1294
2020-08-06,AF,Afghanistan,EMRO,67,36896,4,1298
2020-08-07,AF,Afghanistan,EMRO,41,36937,0,1298
2020-08-08,AF,Afghanistan,EMRO,78,37015,9,1307
2020-08-09,AF,Afghanistan,EMRO,39,37054,5,1312
2020-08-10,AF,Afghanistan,EMRO,0,37054,0,1312
2020-08-11,AF,Afghanistan,EMRO,215,37269,32,1344
2020-08-12,AF,Afghanistan,EMRO,76,37345,10,1354
2020-08-13,AF,Afghanistan,EMRO,79,37424,9,1363
2020-08-14,AF,Afghanistan,EMRO,7,37431,0,1363
2020-08-15,AF,Afghanistan,EMRO,120,37551,7,1370
2020-08-16,AF,Afghanistan,EMRO,45,37596,5,1375
2020-08-17,AF,Afghanistan,EMRO,0,37596,0,1375
2020-08-18,AF,Afghanistan,EMRO,3,37599,0,1375
2020-08-19,AF,Afghanistan,EMRO,0,37599,0,1375
2020-08-20,AF,Afghanistan,EMRO,160,37759,8,1383
2020-08-21,AF,Afghanistan,EMRO,97,37856,2,1385
2020-08-22,AF,Afghanistan,EMRO,38,37894,0,1385
2020-08-23,AF,Afghanistan,EMRO,105,37999,2,1387
2020-08-24,AF,Afghanistan,EMRO,55,38054,2,1389
2020-08-25,AF,Afghanistan,EMRO,16,38070,8,1397
2020-08-26,AF,Afghanistan,EMRO,1,38071,0,1397
2020-08-27,AF,Afghanistan,EMRO,55,38126,4,1401
2020-08-28,AF,Afghanistan,EMRO,14,38140,1,1402
2020-08-29,AF,Afghanistan,EMRO,0,38140,0,1402
2020-08-30,AF,Afghanistan,EMRO,3,38143,0,1402
2020-08-31,AF,Afghanistan,EMRO,19,38162,0,1402
2020-09-01,AF,Afghanistan,EMRO,34,38196,4,1406
2020-09-02,AF,Afghanistan,EMRO,9,38205,0,1406
2020-09-03,AF,Afghanistan,EMRO,83,38288,4,1410
2020-09-04,AF,Afghanistan,EMRO,0,38288,0,1410
2020-09-05,AF,Afghanistan,EMRO,16,38304,-1,1409
2020-09-06,AF,Afghanistan,EMRO,94,38398,3,1412
2020-09-07,AF,Afghanistan,EMRO,0,38398,0,1412
2020-09-08,AF,Afghanistan,EMRO,96,38494,3,1415
2020-09-09,AF,Afghanistan,EMRO,50,38544,5,1420
2020-09-10,AF,Afghanistan,EMRO,28,38572,0,1420
2020-09-11,AF,Afghanistan,EMRO,0,38572,0,1420
2020-09-12,AF,Afghanistan,EMRO,69,38641,0,1420
2020-09-13,AF,Afghanistan,EMRO,0,38641,0,1420
2020-09-14,AF,Afghanistan,EMRO,131,38772,5,1425
2020-09-15,AF,Afghanistan,EMRO,30,38802,0,1425
2020-09-16,AF,Afghanistan,EMRO,53,38855,11,1436
2020-09-17,AF,Afghanistan,EMRO,17,38872,0,1436
2020-09-18,AF,Afghanistan,EMRO,11,38883,1,1437
2020-09-19,AF,Afghanistan,EMRO,36,38919,0,1437
2020-09-20,AF,Afghanistan,EMRO,125,39044,4,1441
2020-09-21,AF,Afghanistan,EMRO,30,39074,3,1444
2020-09-22,AF,Afghanistan,EMRO,0,39074,0,1444
2020-09-23,AF,Afghanistan,EMRO,22,39096,1,1445
2020-09-24,AF,Afghanistan,EMRO,74,39170,6,1451
2020-09-25,AF,Afghanistan,EMRO,0,39170,0,1451
2020-09-26,AF,Afghanistan,EMRO,16,39186,0,1451
2020-09-27,AF,Afghanistan,EMRO,41,39227,2,1453
2020-09-28,AF,Afghanistan,EMRO,0,39227,0,1453
2020-09-29,AF,Afghanistan,EMRO,27,39254,5,1458
2020-09-30,AF,Afghanistan,EMRO,14,39268,0,1458
2020-01-03,BH,Bahrain,EMRO,0,0,0,0
2020-01-04,BH,Bahrain,EMRO,0,0,0,0
2020-01-05,BH,Bahrain,EMRO,0,0,0,0
2020-01-06,BH,Bahrain,EMRO,0,0,0,0
2020-01-07,BH,Bahrain,EMRO,0,0,0,0
2020-01-08,BH,Bahrain,EMRO,0,0,0,0
2020-01-09,BH,Bahrain,EMRO,0,0,0,0
2020-01-10,BH,Bahrain,EMRO,0,0,0,0
2020-01-11,BH,Bahrain,EMRO,0,0,0,0
2020-01-12,BH,Bahrain,EMRO,0,0,0,0
2020-01-13,BH,Bahrain,EMRO,0,0,0,0
2020-01-14,BH,Bahrain,EMRO,0,0,0,0
2020-01-15,BH,Bahrain,EMRO,0,0,0,0
2020-01-16,BH,Bahrain,EMRO,0,0,0,0
2020-01-17,BH,Bahrain,EMRO,0,0,0,0
2020-01-18,BH,Bahrain,EMRO,0,0,0,0
2020-01-19,BH,Bahrain,EMRO,0,0,0,0
2020-01-20,BH,Bahrain,EMRO,0,0,0,0
2020-01-21,BH,Bahrain,EMRO,0,0,0,0
2020-01-22,BH,Bahrain,EMRO,0,0,0,0
2020-01-23,BH,Bahrain,EMRO,0,0,0,0
2020-01-24,BH,Bahrain,EMRO,0,0,0,0
2020-01-25,BH,Bahrain,EMRO,0,0,0,0
2020-01-26,BH,Bahrain,EMRO,0,0,0,0
2020-01-27,BH,Bahrain,EMRO,0,0,0,0
2020-01-28,BH,Bahrain,EMRO,0,0,0,0
2020-01-29,BH,Bahrain,EMRO,0,0,0,0
2020-01-30,BH,Bahrain,EMRO,0,0,0,0
2020-01-31,BH,Bahrain,EMRO,0,0,0,0
2020-02-01,BH,Bahrain,EMRO,0,0,0,0
2020-02-02,BH,Bahrain,EMRO,0,0,0,0
2020-02-03,BH,Bahrain,EMRO,0,0,0,0
2020-02-04,BH,Bahrain,EMRO,0,0,0,0
2020-02-05,BH,Bahrain,EMRO,0,0,0,0
2020-02-06,BH,Bahrain,EMRO,0,0,0,0
2020-02-07,BH,Bahrain,EMRO,0,0,0,0
2020-02-08,BH,Bahrain,EMRO,0,0,0,0
2020-02-09,BH,Bahrain,EMRO,0,0,0,0
2020-02-10,BH,Bahrain,EMRO,0,0,0,0
2020-02-11,BH,Bahrain,EMRO,0,0,0,0
2020-02-12,BH,Bahrain,EMRO,0,0,0,0
2020-02-13,BH,Bahrain,EMRO,0,0,0,0
2020-02-14,BH,Bahrain,EMRO,0,0,0,0
2020-02-15,BH,Bahrain,EMRO,0,0,0,0
2020-02-16,BH,Bahrain,EMRO,0,0,0,0
2020-02-17,BH,Bahrain,EMRO,0,0,0,0
2020-02-18,BH,Bahrain,EMRO,0,0,0,0
2020-02-19,BH,Bahrain,EMRO,0,0,0,0
2020-02-20,BH,Bahrain,EMRO,0,0,0,0
2020-02-21,BH,Bahrain,EMRO,0,0,0,0
2020-02-22,BH,Bahrain,EMRO,0,0,0,0
2020-02-23,BH,Bahrain,EMRO,0,0,0,0
2020-02-24,BH,Bahrain,EMRO,6,6,0,0
2020-02-25,BH,Bahrain,EMRO,15,21,0,0
2020-02-26,BH,Bahrain,EMRO,16,37,0,0
2020-02-27,BH,Bahrain,EMRO,0,37,0,0
2020-02-28,BH,Bahrain,EMRO,5,42,0,0
2020-02-29,BH,Bahrain,EMRO,2,44,0,0
2020-03-01,BH,Bahrain,EMRO,0,44,0,0
2020-03-02,BH,Bahrain,EMRO,9,53,0,0
2020-03-03,BH,Bahrain,EMRO,0,53,0,0
2020-03-04,BH,Bahrain,EMRO,0,53,0,0
2020-03-05,BH,Bahrain,EMRO,0,53,0,0
2020-03-06,BH,Bahrain,EMRO,0,53,0,0
2020-03-07,BH,Bahrain,EMRO,7,60,0,0
2020-03-08,BH,Bahrain,EMRO,23,83,0,0
2020-03-09,BH,Bahrain,EMRO,16,99,0,0
2020-03-10,BH,Bahrain,EMRO,15,114,0,0
2020-03-11,BH,Bahrain,EMRO,79,193,0,0
2020-03-12,BH,Bahrain,EMRO,6,199,0,0
2020-03-13,BH,Bahrain,EMRO,0,199,0,0
2020-03-14,BH,Bahrain,EMRO,16,215,0,0
2020-03-15,BH,Bahrain,EMRO,3,218,0,0
2020-03-16,BH,Bahrain,EMRO,7,225,1,1
2020-03-17,BH,Bahrain,EMRO,16,241,0,1
2020-03-18,BH,Bahrain,EMRO,19,260,0,1
2020-03-19,BH,Bahrain,EMRO,13,273,0,1
2020-03-20,BH,Bahrain,EMRO,12,285,0,1
2020-03-21,BH,Bahrain,EMRO,21,306,0,1
2020-03-22,BH,Bahrain,EMRO,28,334,1,2
2020-03-23,BH,Bahrain,EMRO,5,339,0,2
2020-03-24,BH,Bahrain,EMRO,51,390,1,3
2020-03-25,BH,Bahrain,EMRO,29,419,0,3
2020-03-26,BH,Bahrain,EMRO,38,457,1,4
2020-03-27,BH,Bahrain,EMRO,9,466,0,4
2020-03-28,BH,Bahrain,EMRO,7,473,0,4
2020-03-29,BH,Bahrain,EMRO,26,499,0,4
2020-03-30,BH,Bahrain,EMRO,16,515,0,4
2020-03-31,BH,Bahrain,EMRO,52,567,0,4
2020-04-01,BH,Bahrain,EMRO,2,569,0,4
2020-04-02,BH,Bahrain,EMRO,66,635,0,4
2020-04-03,BH,Bahrain,EMRO,37,672,0,4
2020-04-04,BH,Bahrain,EMRO,16,688,0,4
2020-04-05,BH,Bahrain,EMRO,10,698,0,4
2020-04-06,BH,Bahrain,EMRO,25,723,0,4
2020-04-07,BH,Bahrain,EMRO,88,811,0,4
2020-04-08,BH,Bahrain,EMRO,10,821,1,5
2020-04-09,BH,Bahrain,EMRO,34,855,0,5
2020-04-10,BH,Bahrain,EMRO,58,913,1,6
2020-04-11,BH,Bahrain,EMRO,103,1016,0,6
2020-04-12,BH,Bahrain,EMRO,71,1087,0,6
2020-04-13,BH,Bahrain,EMRO,261,1348,0,6
2020-04-14,BH,Bahrain,EMRO,180,1528,1,7
2020-04-15,BH,Bahrain,EMRO,143,1671,0,7
2020-04-16,BH,Bahrain,EMRO,27,1698,0,7
2020-04-17,BH,Bahrain,EMRO,42,1740,0,7
2020-04-18,BH,Bahrain,EMRO,27,1767,0,7
2020-04-19,BH,Bahrain,EMRO,106,1873,0,7
2020-04-20,BH,Bahrain,EMRO,22,1895,0,7
2020-04-21,BH,Bahrain,EMRO,57,1952,0,7
2020-04-22,BH,Bahrain,EMRO,55,2007,0,7
2020-04-23,BH,Bahrain,EMRO,91,2098,1,8
2020-04-24,BH,Bahrain,EMRO,408,2506,0,8
2020-04-25,BH,Bahrain,EMRO,82,2588,0,8
2020-04-26,BH,Bahrain,EMRO,45,2633,0,8
2020-04-27,BH,Bahrain,EMRO,75,2708,0,8
2020-04-28,BH,Bahrain,EMRO,102,2810,0,8
2020-04-29,BH,Bahrain,EMRO,59,2869,0,8
2020-04-30,BH,Bahrain,EMRO,168,3037,0,8
2020-05-01,BH,Bahrain,EMRO,132,3169,0,8
2020-05-02,BH,Bahrain,EMRO,104,3273,0,8
2020-05-03,BH,Bahrain,EMRO,83,3356,0,8
2020-05-04,BH,Bahrain,EMRO,108,3464,0,8
2020-05-05,BH,Bahrain,EMRO,215,3679,0,8
2020-05-06,BH,Bahrain,EMRO,163,3842,0,8
2020-05-07,BH,Bahrain,EMRO,289,4131,0,8
2020-05-08,BH,Bahrain,EMRO,273,4404,0,8
2020-05-09,BH,Bahrain,EMRO,191,4595,0,8
2020-05-10,BH,Bahrain,EMRO,261,4856,0,8
2020-05-11,BH,Bahrain,EMRO,301,5157,0,8
2020-05-12,BH,Bahrain,EMRO,252,5409,1,9
2020-05-13,BH,Bahrain,EMRO,371,5780,0,9
2020-05-14,BH,Bahrain,EMRO,289,6069,1,10
2020-05-15,BH,Bahrain,EMRO,349,6418,0,10
2020-05-16,BH,Bahrain,EMRO,237,6655,2,12
2020-05-17,BH,Bahrain,EMRO,275,6930,0,12
2020-05-18,BH,Bahrain,EMRO,226,7156,0,12
2020-05-19,BH,Bahrain,EMRO,218,7374,0,12
2020-05-20,BH,Bahrain,EMRO,158,7532,0,12
2020-05-21,BH,Bahrain,EMRO,507,8039,0,12
2020-05-22,BH,Bahrain,EMRO,135,8174,0,12
2020-05-23,BH,Bahrain,EMRO,240,8414,0,12
2020-05-24,BH,Bahrain,EMRO,388,8802,1,13
2020-05-25,BH,Bahrain,EMRO,336,9138,0,13
2020-05-26,BH,Bahrain,EMRO,33,9171,1,14
2020-05-27,BH,Bahrain,EMRO,195,9366,0,14
2020-05-28,BH,Bahrain,EMRO,326,9692,1,15
2020-05-29,BH,Bahrain,EMRO,360,10052,0,15
2020-05-30,BH,Bahrain,EMRO,397,10449,0,15
2020-05-31,BH,Bahrain,EMRO,344,10793,2,17
2020-06-01,BH,Bahrain,EMRO,605,11398,2,19
2020-06-02,BH,Bahrain,EMRO,473,11871,0,19
2020-06-03,BH,Bahrain,EMRO,440,12311,0,19
2020-06-04,BH,Bahrain,EMRO,504,12815,1,20
2020-06-05,BH,Bahrain,EMRO,414,13229,1,21
2020-06-06,BH,Bahrain,EMRO,606,13835,1,22
2020-06-07,BH,Bahrain,EMRO,548,14383,2,24
2020-06-08,BH,Bahrain,EMRO,380,14763,2,26
2020-06-09,BH,Bahrain,EMRO,654,15417,1,27
2020-06-10,BH,Bahrain,EMRO,783,16200,2,29
2020-06-11,BH,Bahrain,EMRO,467,16667,3,32
2020-06-12,BH,Bahrain,EMRO,0,16667,2,34
2020-06-13,BH,Bahrain,EMRO,1046,17713,2,36
2020-06-14,BH,Bahrain,EMRO,514,18227,3,39
2020-06-15,BH,Bahrain,EMRO,317,18544,4,43
2020-06-16,BH,Bahrain,EMRO,469,19013,3,46
2020-06-17,BH,Bahrain,EMRO,540,19553,1,47
2020-06-18,BH,Bahrain,EMRO,408,19961,2,49
2020-06-19,BH,Bahrain,EMRO,469,20430,6,55
2020-06-20,BH,Bahrain,EMRO,486,20916,2,57
2020-06-21,BH,Bahrain,EMRO,415,21331,3,60
2020-06-22,BH,Bahrain,EMRO,433,21764,3,63
2020-06-23,BH,Bahrain,EMRO,643,22407,2,65
2020-06-24,BH,Bahrain,EMRO,655,23062,2,67
2020-06-25,BH,Bahrain,EMRO,508,23570,2,69
2020-06-26,BH,Bahrain,EMRO,511,24081,2,71
2020-06-27,BH,Bahrain,EMRO,724,24805,2,73
2020-06-28,BH,Bahrain,EMRO,462,25267,5,78
2020-06-29,BH,Bahrain,EMRO,438,25705,5,83
2020-06-30,BH,Bahrain,EMRO,534,26239,1,84
2020-07-01,BH,Bahrain,EMRO,519,26758,3,87
2020-07-02,BH,Bahrain,EMRO,656,27414,5,92
2020-07-03,BH,Bahrain,EMRO,423,27837,2,94
2020-07-04,BH,Bahrain,EMRO,573,28410,1,95
2020-07-05,BH,Bahrain,EMRO,447,28857,1,96
2020-07-06,BH,Bahrain,EMRO,510,29367,1,97
2020-07-07,BH,Bahrain,EMRO,454,29821,1,98
2020-07-08,BH,Bahrain,EMRO,500,30321,0,98
